rank,symbol,mode,timeframe,design_year,taker_buy_ratio_threshold,oi_change_45m_threshold,holding_window,events,average_gross_return,average_round_trip_cost,average_funding_return,average_net_return,net_wins,net_losses,visual_score,sample_score,trigger_logic,validation_year,validation_events,validation_average_gross_return,validation_average_round_trip_cost,validation_average_funding_return,validation_average_net_return,validation_net_wins,validation_net_losses,validation_net_win_rate,validation_median_net_return,validation_profit_factor,validation_top_3_net_share,validation_passed,validation_status
1,BTC/USDT,ORDER_FLOW_FADING_15M,15m,2024,0.575,0.002,4h,54,0.0028621740589802,0.0014,3.9564635453601295e-05,0.0015017386944338,23,31,0.5266491187872268,0.6857142857142857,15m 主动买入占比≥57.5%，45分钟 OI 增长≥0.2%，收盘走弱后做空，持有 4h,2025.0,87.0,0.0009255540879574779,0.0014,2.9256561426863006e-05,-0.000445189350615659,41.0,46.0,0.47126436781609193,-0.00037184341530925005,0.8725638208096971,,False,FAILED
